"NAsySeekAccepted","HomeBorn","IdeoScale","Empathy","Age","Female","EISCED","IncomeDecile","Country"
4,0,2,5,21,0,3,1,"United Kingdom"
10,1,5,8,23,1,5,2,"United Kingdom"
1,1,5,3,24,1,4,8,"United Kingdom"
10,1,9,-1,24,1,4,6,"United Kingdom"
0,1,5,0,28,1,2,1,"United Kingdom"
5,1,4,4,30,1,4,2,"United Kingdom"
8,1,5,7,22,1,4,7,"United Kingdom"
6,0,6,-3,21,0,5,5,"United Kingdom"
10,1,5,3,26,0,7,10,"United Kingdom"
3,1,5,2,24,1,4,1,"United Kingdom"
3,0,5,1,27,1,1,8,"United Kingdom"
10,1,7,2,24,0,4,2,"United Kingdom"
0,1,5,0,19,0,4,5,"United Kingdom"
2,1,4,4,29,0,4,4,"United Kingdom"
2,1,5,4,29,0,6,9,"United Kingdom"
0,1,0,10,26,1,4,6,"United Kingdom"
10,1,2,2,26,1,3,2,"United Kingdom"
1,1,6,-3,23,0,4,3,"United Kingdom"
9,1,2,3,26,1,6,8,"United Kingdom"
3,1,5,5,28,1,4,5,"United Kingdom"
5,1,5,-1,21,1,5,5,"United Kingdom"
5,1,5,7,18,1,4,7,"United Kingdom"
1,1,5,0,35,1,7,10,"Germany"
6,0,5,5,20,1,4,2,"United Kingdom"
8,1,2,5,23,1,6,9,"United Kingdom"
5,1,7,1,28,1,5,3,"United Kingdom"
2,0,5,0,25,1,2,2,"United Kingdom"
4,1,5,-5,29,1,6,1,"United Kingdom"
6,1,5,1,27,0,2,7,"United Kingdom"
10,0,3,0,20,0,6,1,"United Kingdom"
5,1,5,0,26,1,4,3,"United Kingdom"
9,1,1,3,27,1,6,4,"United Kingdom"
6,1,3,6,28,1,6,7,"United Kingdom"
9,1,10,-3,27,1,3,3,"United Kingdom"
3,0,5,1,29,1,4,6,"United Kingdom"
5,1,7,4,31,0,6,3,"United Kingdom"
9,1,4,9,29,1,7,8,"United Kingdom"
6,1,5,2,29,1,3,7,"United Kingdom"
0,1,1,-2,26,0,3,3,"United Kingdom"
6,1,5,6,26,1,2,10,"United Kingdom"
8,1,0,7,26,1,6,6,"United Kingdom"
5,1,4,3,20,0,4,1,"United Kingdom"
4,1,5,0,20,0,7,5,"United Kingdom"
8,1,0,12,23,0,6,8,"United Kingdom"
9,1,3,5,22,1,6,1,"United Kingdom"
9,1,3,-1,26,1,6,1,"United Kingdom"
4,1,5,5,26,0,7,10,"United Kingdom"
5,0,5,4,20,1,4,6,"United Kingdom"
5,1,7,-4,26,0,7,9,"United Kingdom"
10,1,2,6,28,0,6,8,"United Kingdom"
5,1,4,1,25,0,6,7,"United Kingdom"
5,1,5,7,29,1,6,1,"United Kingdom"
9,1,5,8,21,1,6,1,"United Kingdom"
4,1,0,6,18,1,2,6,"United Kingdom"
1,1,5,1,46,0,2,3,"United Kingdom"
5,1,5,4,26,0,6,6,"United Kingdom"
0,1,4,-2,19,0,6,5,"United Kingdom"
10,1,10,0,29,1,7,9,"United Kingdom"
6,1,2,5,23,1,6,2,"United Kingdom"
8,1,5,3,28,1,4,7,"United Kingdom"
6,1,5,5,24,0,7,7,"United Kingdom"
5,1,2,9,27,0,4,2,"United Kingdom"
0,1,5,3,26,1,3,4,"United Kingdom"
6,1,7,0,23,1,6,1,"United Kingdom"
6,0,3,7,26,1,6,9,"United Kingdom"
4,1,6,3,28,1,6,7,"United Kingdom"
0,1,5,3,29,1,4,3,"United Kingdom"
10,1,2,7,20,0,4,1,"United Kingdom"
7,1,8,0,26,1,6,4,"United Kingdom"
4,1,10,-2,24,0,7,3,"United Kingdom"
3,1,5,4,42,1,4,8,"United Kingdom"
4,1,7,1,19,0,2,9,"United Kingdom"
9,1,1,3,29,1,7,6,"United Kingdom"
9,0,4,5,27,0,6,8,"United Kingdom"
3,1,5,-3,26,1,3,10,"United Kingdom"
8,1,6,7,21,1,6,1,"United Kingdom"
4,1,6,-2,20,1,4,5,"United Kingdom"
4,1,5,0,26,0,3,2,"United Kingdom"
4,1,8,0,57,0,2,4,"Spain"
1,1,7,5,29,1,4,9,"United Kingdom"
8,1,5,4,27,1,2,1,"United Kingdom"
6,1,5,3,20,1,1,2,"United Kingdom"
8,1,8,1,18,0,2,1,"United Kingdom"
0,1,5,0,18,1,4,4,"United Kingdom"
2,1,7,-1,35,0,7,8,"United Kingdom"
0,1,6,-4,46,0,7,10,"United Kingdom"
9,1,4,7,28,1,6,4,"United Kingdom"
2,1,5,2,29,1,6,2,"United Kingdom"
5,1,5,7,43,1,5,5,"Spain"
10,1,3,5,43,0,4,6,"Spain"
5,1,2,-1,42,0,7,4,"Spain"
2,1,6,5,31,1,6,8,"United Kingdom"
5,1,3,5,62,1,3,2,"Spain"
2,1,10,0,43,1,2,3,"United Kingdom"
1,1,8,3,28,1,6,4,"Germany"
7,1,7,4,47,1,3,3,"Spain"
4,1,3,1,52,0,5,6,"Spain"
8,0,5,4,47,1,5,4,"Spain"
8,1,3,7,24,1,2,2,"Germany"
10,1,6,1,58,1,6,4,"Spain"
10,1,5,2,63,0,1,2,"Spain"
4,1,6,3,43,0,7,8,"Spain"
0,1,9,8,51,1,7,9,"Spain"
7,1,5,2,65,1,1,1,"Spain"
10,1,4,2,51,1,3,8,"Spain"
6,1,4,3,50,1,1,8,"Spain"
0,1,5,4,49,0,7,6,"Spain"
7,0,0,4,35,1,5,5,"Germany"
3,1,0,5,34,1,5,5,"Germany"
8,1,5,3,25,1,6,2,"Germany"
8,1,4,5,22,1,5,1,"Germany"
3,1,6,4,24,1,3,6,"Germany"
4,1,4,1,23,1,5,8,"Germany"
6,1,5,-2,27,1,5,3,"Germany"
10,1,5,0,40,1,4,8,"Spain"
6,1,5,7,26,1,5,6,"Germany"
5,1,6,6,50,1,2,8,"Spain"
5,1,5,10,59,1,2,4,"Spain"
9,1,3,5,48,0,2,7,"Spain"
10,1,5,7,59,1,6,2,"Spain"
6,1,3,6,46,1,7,6,"Germany"
5,1,6,8,46,0,7,9,"United Kingdom"
5,1,5,4,24,0,4,9,"United Kingdom"
0,0,6,-2,30,0,4,6,"United Kingdom"
7,1,5,2,28,1,3,5,"Germany"
5,1,5,-1,25,1,5,5,"United Kingdom"
0,1,7,0,25,0,3,2,"Germany"
9,1,2,12,37,1,6,6,"United Kingdom"
10,1,5,3,27,1,5,1,"Germany"
6,1,4,4,28,0,5,7,"Germany"
5,0,3,-1,19,1,5,2,"Germany"
5,1,4,6,20,1,5,1,"Germany"
2,1,5,6,25,0,5,1,"Germany"
10,1,2,2,24,1,6,5,"Germany"
2,1,5,1,47,1,5,5,"United Kingdom"
7,1,4,7,43,0,4,1,"United Kingdom"
5,1,5,0,27,1,3,2,"Germany"
6,1,10,0,46,0,3,3,"United Kingdom"
10,1,3,-3,24,1,6,1,"Germany"
2,1,3,3,48,1,4,1,"Spain"
2,1,3,5,44,0,5,7,"United Kingdom"
3,1,5,7,46,0,3,2,"United Kingdom"
6,1,4,12,63,0,6,10,"Spain"
1,1,5,0,24,0,4,4,"United Kingdom"
4,0,6,3,28,0,6,5,"Germany"
6,1,5,5,19,1,5,8,"Germany"
8,1,3,10,23,1,5,4,"Germany"
6,1,4,-1,29,1,2,3,"United Kingdom"
0,1,10,0,45,0,4,1,"United Kingdom"
3,1,5,7,21,1,5,6,"Germany"
7,1,3,8,28,1,5,1,"Germany"
10,1,5,3,42,1,3,2,"United Kingdom"
4,1,5,1,40,1,2,2,"United Kingdom"
7,1,5,6,20,1,1,1,"Germany"
0,1,5,0,32,1,5,4,"United Kingdom"
7,1,2,4,27,1,6,7,"Germany"
4,1,5,2,43,0,7,10,"Spain"
5,1,4,5,63,0,6,3,"Spain"
9,1,5,4,28,1,3,3,"Germany"
0,0,5,2,22,1,5,1,"Germany"
7,1,7,-8,21,1,5,10,"Germany"
4,1,3,-7,55,0,1,2,"Spain"
2,1,5,-2,27,1,3,4,"United Kingdom"
10,1,5,0,61,1,5,6,"Spain"
10,1,3,6,22,1,5,4,"Germany"
9,1,4,4,27,1,6,1,"Germany"
0,1,5,2,68,0,6,6,"Spain"
9,1,5,7,21,1,5,1,"Germany"
9,1,3,2,63,0,6,9,"Spain"
9,0,4,2,44,1,6,7,"Spain"
10,1,5,3,67,0,6,4,"Spain"
6,1,5,9,23,1,5,1,"Germany"
7,1,3,6,61,0,4,4,"Spain"
8,1,2,6,26,1,6,3,"Germany"
8,1,4,2,29,1,2,3,"Germany"
6,1,6,-2,19,1,5,1,"Germany"
8,1,6,5,48,0,7,10,"Spain"
7,1,7,5,27,0,5,1,"Germany"
1,1,10,0,60,0,7,1,"Spain"
5,1,6,4,23,1,3,8,"Germany"
5,1,3,2,61,1,7,5,"Spain"
4,1,3,-1,23,1,2,3,"Germany"
7,1,5,4,60,1,2,9,"Spain"
4,1,7,2,65,0,7,9,"Spain"
0,1,10,0,43,1,1,1,"Spain"
4,1,5,-4,65,1,5,9,"Spain"
6,1,7,7,65,0,2,8,"Spain"
5,1,6,6,23,0,6,1,"Germany"
10,1,3,6,21,1,5,1,"Germany"
7,1,8,1,63,0,7,10,"Spain"
10,1,0,8,63,0,7,1,"Spain"
10,0,10,9,60,1,7,9,"Spain"
7,1,6,5,61,0,5,7,"Spain"
10,1,3,2,61,1,6,6,"Spain"
5,1,5,2,61,0,1,3,"Spain"
8,1,2,4,43,0,7,8,"Spain"
10,1,2,2,56,0,6,9,"Spain"
2,1,5,3,61,0,7,2,"Spain"
1,1,5,-1,36,1,4,7,"United Kingdom"
4,0,3,1,65,1,7,1,"Spain"
5,1,4,-2,21,1,3,5,"Germany"
6,1,4,6,61,1,5,4,"Spain"
4,1,7,2,57,0,6,7,"Spain"
4,1,3,6,53,1,5,4,"Spain"
7,1,5,5,31,1,4,2,"United Kingdom"
5,1,3,7,24,1,5,8,"Germany"
10,1,2,2,36,1,7,9,"United Kingdom"
0,1,3,6,64,0,3,5,"Spain"
4,1,2,7,26,1,5,1,"Germany"
5,1,7,0,69,0,7,1,"Spain"
6,1,3,8,21,1,5,4,"Germany"
5,1,2,2,61,0,3,1,"Spain"
4,1,5,1,65,1,5,3,"Spain"
4,1,6,6,42,1,7,6,"Spain"
10,1,2,2,63,0,3,2,"Spain"
5,1,4,1,37,1,6,4,"United Kingdom"
10,1,1,3,56,0,2,6,"Spain"
9,1,8,1,62,0,2,7,"Spain"
10,1,2,6,47,0,5,8,"Spain"
4,1,10,1,68,0,7,10,"Spain"
4,0,5,3,62,1,7,4,"Spain"
2,0,2,5,69,1,7,2,"Spain"
10,1,3,3,69,0,6,9,"Spain"
3,1,4,11,76,0,5,10,"Spain"
9,1,4,7,20,1,5,1,"Germany"
4,1,5,5,24,1,5,2,"Germany"
10,1,5,4,61,0,4,9,"Spain"
7,1,6,1,66,1,1,1,"Spain"
6,1,0,5,50,1,3,6,"Spain"
7,1,4,3,65,0,7,7,"Spain"
9,0,4,9,34,1,7,8,"United Kingdom"
7,1,6,0,42,1,7,7,"Spain"
6,1,7,1,44,1,7,10,"Spain"
0,1,5,4,27,1,5,8,"Germany"
7,1,5,6,28,1,6,3,"Germany"
6,1,10,3,61,0,1,1,"Spain"
10,1,5,0,62,1,3,9,"Spain"
10,1,3,-3,62,0,5,9,"Spain"
8,1,0,6,67,0,6,5,"Spain"
10,1,6,6,62,0,2,4,"Spain"
6,1,3,3,69,0,2,6,"Spain"
10,1,0,12,61,1,7,8,"Spain"
3,1,4,5,64,0,2,5,"Spain"
10,1,4,2,68,0,6,10,"Spain"
7,1,2,1,68,0,6,8,"Spain"
10,0,7,8,56,1,7,9,"Spain"
2,1,4,2,61,0,2,4,"Spain"
0,1,5,0,37,1,1,7,"United Kingdom"
3,1,4,1,30,1,6,1,"United Kingdom"
10,1,0,8,62,0,7,3,"Spain"
5,1,1,10,62,1,3,8,"Spain"
7,1,5,-1,25,1,5,7,"Germany"
7,1,0,8,64,0,7,10,"Spain"
0,1,0,-2,68,0,1,2,"Spain"
10,1,0,10,58,1,3,8,"Spain"
5,1,1,11,62,1,4,8,"Spain"
9,1,5,10,29,1,6,5,"Germany"
10,1,5,8,36,1,6,3,"United Kingdom"
10,1,3,2,68,1,1,5,"Spain"
10,1,0,7,68,1,6,4,"Spain"
2,1,6,1,61,0,6,4,"Spain"
6,1,6,8,62,0,2,1,"Spain"
7,1,8,0,67,0,1,1,"Spain"
5,1,7,-4,20,1,5,1,"Germany"
10,1,6,9,60,0,6,7,"Spain"
1,1,4,7,68,0,1,3,"Spain"
2,0,6,5,63,0,7,6,"Spain"
10,1,7,9,63,0,6,6,"Spain"
7,1,0,1,62,0,6,5,"Spain"
9,1,3,8,29,1,5,7,"Germany"
4,1,2,6,61,0,2,7,"Spain"
10,1,3,5,65,1,2,7,"Spain"
9,1,1,2,42,0,4,1,"Spain"
4,1,5,-2,24,1,2,2,"Germany"
2,1,4,12,67,1,2,2,"Spain"
7,1,4,2,24,1,5,10,"Germany"
7,1,5,8,49,0,7,5,"Spain"
7,1,4,4,29,1,3,6,"Germany"
5,1,4,8,61,0,1,9,"Spain"
2,1,5,6,66,0,2,1,"Spain"
6,1,5,10,25,1,5,6,"Germany"
3,1,5,1,45,0,5,4,"Spain"
8,1,6,11,26,1,6,1,"Germany"
6,1,7,-2,19,1,5,8,"Germany"
2,1,5,1,65,0,4,4,"Spain"
0,1,5,0,63,0,5,1,"Spain"
10,1,2,3,62,1,7,6,"Spain"
5,1,4,7,29,1,5,1,"Germany"
5,1,7,7,62,0,7,9,"Spain"
10,1,0,10,62,0,2,1,"Spain"
3,1,9,5,64,0,5,5,"Spain"
10,1,3,7,63,0,7,9,"Spain"
8,1,6,5,68,1,2,6,"Spain"
7,1,7,6,60,1,2,5,"Spain"
0,1,5,-8,63,0,5,5,"Spain"
0,1,5,0,24,1,6,1,"Germany"
0,1,9,4,62,0,5,4,"Spain"
8,1,7,6,28,1,6,8,"Germany"
10,1,8,10,50,1,5,2,"Spain"
9,1,6,-1,27,1,5,10,"Germany"
9,1,5,9,23,1,5,1,"Germany"
10,1,3,11,22,1,5,1,"Germany"
9,1,4,8,44,1,6,8,"Spain"
10,1,4,7,60,0,4,1,"Spain"
10,1,3,8,50,1,5,6,"Spain"
5,1,6,5,68,1,1,2,"Spain"
10,1,5,0,68,1,6,2,"Spain"
10,1,1,9,61,1,7,6,"Spain"
0,1,2,0,61,0,6,6,"Spain"
6,0,5,6,62,0,2,10,"Spain"
0,0,10,2,67,0,2,10,"Spain"
10,1,2,6,69,0,4,4,"Spain"
7,1,5,9,66,0,1,5,"Spain"
5,1,0,6,64,0,1,1,"Spain"
10,1,3,5,66,0,6,9,"Spain"
9,1,3,2,63,1,2,9,"Spain"
4,1,6,0,64,0,6,6,"Spain"
10,1,4,4,64,0,7,9,"Spain"
5,1,7,2,67,0,6,2,"Spain"
3,1,2,2,68,0,3,6,"Spain"
5,1,4,1,69,0,7,7,"Spain"
10,1,3,7,63,0,1,8,"Spain"
0,1,1,1,62,0,5,7,"Spain"
6,1,5,5,50,1,7,9,"Spain"
8,1,0,6,66,0,7,9,"Spain"
3,1,9,2,61,0,6,10,"Spain"
10,1,3,0,65,1,3,2,"Spain"
4,1,7,0,55,0,2,6,"Spain"
9,1,0,7,41,0,3,6,"Spain"
2,1,3,5,61,0,1,1,"Spain"
5,1,2,4,60,0,4,7,"Spain"
4,1,3,-1,61,1,1,6,"Spain"
5,1,10,3,63,0,1,3,"Spain"
5,1,6,9,56,0,7,10,"Spain"
9,1,5,4,53,1,2,4,"Spain"
9,1,0,11,66,0,7,8,"Spain"
7,1,10,3,67,0,5,6,"Spain"
0,1,1,6,62,0,1,1,"Spain"
9,0,6,3,64,0,4,3,"Spain"
2,1,5,6,58,1,3,7,"Germany"
3,1,2,1,60,1,1,3,"Spain"
4,1,6,0,65,1,6,5,"Spain"
9,0,5,5,62,0,7,1,"Spain"
9,1,6,4,64,0,6,6,"Spain"
10,1,3,8,65,1,2,4,"Spain"
0,1,10,0,63,1,4,9,"Spain"
6,1,3,1,65,1,7,10,"Spain"
10,1,2,4,60,0,6,9,"Spain"
5,1,3,3,60,0,1,2,"Spain"
6,1,7,-2,43,1,1,1,"Spain"
3,1,1,-2,41,1,6,4,"Spain"
7,1,7,12,44,1,5,8,"Spain"
0,1,5,5,56,1,3,2,"Spain"
1,1,6,2,48,0,2,2,"Spain"
0,1,1,0,46,1,2,6,"Spain"
10,1,2,5,51,0,3,5,"Spain"
2,1,4,-4,25,0,5,1,"Germany"
3,1,5,3,26,0,3,4,"Germany"
4,1,3,2,43,0,2,1,"Spain"
5,0,0,4,51,1,6,4,"Spain"
10,1,0,11,52,1,2,4,"Spain"
9,1,10,-1,42,0,1,4,"Spain"
4,1,5,4,47,0,4,1,"United Kingdom"
0,1,5,4,47,1,4,2,"United Kingdom"
3,1,6,2,37,1,4,6,"United Kingdom"
5,0,5,10,25,1,6,1,"Germany"
8,1,2,4,22,1,5,1,"Germany"
7,1,4,5,27,1,7,8,"Germany"
4,1,10,9,42,1,6,9,"Spain"
0,1,7,6,32,1,7,5,"United Kingdom"
10,1,0,10,41,1,7,8,"Spain"
2,1,5,3,51,0,7,1,"Spain"
8,1,0,12,49,1,6,6,"Spain"
5,1,3,2,52,0,7,3,"Spain"
5,1,6,2,53,1,7,8,"Spain"
10,1,3,7,52,0,5,1,"Spain"
8,1,10,3,49,1,6,4,"Spain"
9,1,7,10,53,1,6,2,"Spain"
4,1,5,5,58,0,4,4,"Spain"
8,1,2,0,54,0,3,4,"Spain"
6,1,5,8,49,0,2,4,"Spain"
6,1,4,2,51,1,6,7,"Spain"
0,1,5,-4,32,1,4,2,"United Kingdom"
10,1,0,6,53,0,6,6,"Spain"
6,1,6,1,35,1,1,3,"United Kingdom"
0,1,5,0,50,1,2,3,"Spain"
4,1,7,-1,47,1,3,7,"Spain"
10,1,0,-2,41,1,7,7,"Spain"
2,1,5,0,59,0,3,6,"Spain"
0,1,5,2,59,0,5,4,"Spain"
1,1,4,2,56,0,6,9,"Spain"
0,1,7,4,51,0,7,10,"Spain"
10,1,4,4,45,0,5,8,"Spain"
9,1,4,9,51,0,2,2,"Spain"
5,1,8,5,52,0,3,7,"Spain"
9,1,5,8,44,1,2,4,"Spain"
10,1,0,4,43,0,4,2,"Spain"
4,1,2,4,54,1,3,1,"Spain"
0,1,7,1,56,0,4,10,"Spain"
0,1,5,1,37,1,6,9,"United Kingdom"
6,1,3,11,48,0,3,4,"Spain"
10,1,5,6,53,1,3,4,"Spain"
7,1,5,11,50,0,7,8,"Spain"
5,0,3,10,55,0,7,2,"Spain"
2,1,3,2,50,1,6,2,"Spain"
0,1,4,0,41,0,7,7,"Spain"
10,0,5,4,48,0,6,8,"Spain"
5,1,8,7,56,0,6,4,"Spain"
10,0,5,-6,51,1,7,1,"Spain"
4,1,7,-2,49,0,2,3,"Spain"
5,1,3,-3,51,0,3,7,"Spain"
7,1,4,0,48,0,6,2,"Spain"
9,1,2,6,52,1,4,9,"Spain"
7,1,2,8,57,1,7,1,"Spain"
9,1,0,10,58,0,6,4,"Spain"
7,1,6,5,49,1,2,4,"Spain"
3,1,6,5,51,1,1,5,"Spain"
9,1,5,7,43,1,3,7,"Spain"
0,1,2,1,56,0,2,4,"Spain"
5,1,5,5,45,0,6,4,"Spain"
0,1,10,0,49,0,2,2,"Spain"
10,1,3,5,47,0,5,1,"Spain"
7,1,2,4,52,0,5,6,"Spain"
4,1,0,-1,45,0,4,1,"Spain"
0,1,5,0,48,0,1,3,"Spain"
5,1,6,1,50,1,2,3,"Spain"
1,1,5,9,36,1,2,6,"United Kingdom"
4,1,5,2,38,1,6,1,"United Kingdom"
8,1,7,7,50,1,7,8,"Spain"
0,1,5,0,43,1,1,1,"Spain"
10,0,1,4,49,1,7,1,"Spain"
5,1,4,3,45,1,7,6,"Spain"
1,1,5,5,49,1,3,3,"Spain"
6,1,3,12,44,1,2,2,"Spain"
6,1,10,2,39,1,5,7,"United Kingdom"
4,1,3,8,46,1,5,2,"Spain"
10,0,7,3,56,1,5,2,"Spain"
6,1,3,8,56,1,5,1,"Spain"
5,1,6,-2,59,1,3,10,"Spain"
5,1,5,8,59,1,1,4,"Spain"
7,1,0,5,51,1,5,3,"Spain"
2,1,5,1,30,1,5,6,"United Kingdom"
4,1,2,4,51,1,3,5,"Spain"
6,1,7,4,53,1,6,3,"Spain"
5,1,2,9,53,1,6,6,"Spain"
4,1,3,6,50,1,2,1,"Spain"
1,1,3,0,47,1,3,7,"Spain"
10,1,3,2,58,1,6,6,"Spain"
4,1,1,1,44,1,6,10,"Spain"
4,1,5,0,54,1,2,2,"Spain"
5,1,0,6,54,1,2,4,"Spain"
4,0,6,2,22,1,5,4,"Germany"
5,1,6,2,58,1,4,6,"Spain"
5,1,3,-1,59,1,4,4,"Spain"
10,1,5,4,47,1,3,3,"Spain"
0,1,8,6,44,1,2,3,"Spain"
4,1,7,6,46,1,5,2,"Spain"
8,0,0,3,50,1,7,2,"Spain"
4,1,4,2,45,1,5,7,"Spain"
7,1,5,5,42,1,7,10,"Spain"
10,1,4,5,51,1,2,2,"Spain"
0,1,5,1,50,1,3,1,"Spain"
0,1,3,4,37,1,5,6,"United Kingdom"
5,1,1,6,57,1,1,6,"Spain"
5,1,2,6,21,1,5,1,"Germany"
9,1,8,6,53,1,2,2,"Spain"
1,1,5,6,51,1,3,2,"Spain"
10,1,5,4,53,1,2,4,"Spain"
6,1,1,-1,53,1,1,2,"Spain"
4,0,3,7,37,1,7,9,"United Kingdom"
10,1,5,8,30,1,4,5,"United Kingdom"
2,0,7,4,38,1,7,10,"United Kingdom"
0,1,5,1,31,1,4,1,"United Kingdom"
10,1,10,0,37,1,3,10,"United Kingdom"
3,1,5,7,32,1,4,7,"United Kingdom"
4,1,5,4,20,1,5,1,"Germany"
10,1,2,9,50,1,7,6,"Spain"
3,1,5,-1,26,0,5,2,"Germany"
10,0,2,-2,37,1,2,2,"United Kingdom"
1,0,7,0,34,1,6,8,"United Kingdom"
3,1,3,6,31,1,4,2,"United Kingdom"
8,1,5,5,32,1,2,1,"United Kingdom"
1,1,3,3,34,1,3,2,"United Kingdom"
6,1,5,1,38,1,2,7,"United Kingdom"
10,1,9,1,52,1,3,1,"Spain"
10,1,8,0,36,1,6,5,"United Kingdom"
4,1,1,7,52,1,1,8,"Spain"
3,1,3,1,37,1,4,2,"United Kingdom"
5,1,2,5,54,1,3,2,"Spain"
5,1,1,4,50,1,5,1,"Spain"
8,1,8,2,34,1,5,4,"United Kingdom"
10,1,2,8,36,1,5,6,"United Kingdom"
10,1,3,6,37,1,7,7,"United Kingdom"
10,0,10,0,31,1,4,3,"United Kingdom"
4,1,5,9,57,1,2,9,"Spain"
1,1,5,3,37,1,4,8,"United Kingdom"
5,1,4,8,39,1,3,2,"United Kingdom"
6,1,5,11,51,1,2,4,"Spain"
0,1,5,5,51,1,2,7,"Spain"
10,1,2,7,58,1,7,7,"Spain"
5,1,7,7,51,1,7,7,"Spain"
4,1,3,5,56,1,5,4,"Spain"
7,1,8,7,57,1,1,8,"Spain"
2,1,1,3,55,1,1,1,"Spain"
4,1,5,12,37,1,6,2,"United Kingdom"
0,0,5,2,35,1,6,9,"United Kingdom"
7,1,8,2,36,1,7,4,"United Kingdom"
9,1,4,5,52,1,7,1,"Spain"
4,1,2,9,33,1,5,7,"United Kingdom"
9,1,3,2,30,1,7,3,"United Kingdom"
2,1,5,2,35,1,2,1,"United Kingdom"
0,1,5,4,37,1,4,3,"United Kingdom"
10,1,10,0,32,1,1,1,"United Kingdom"
1,1,5,2,35,1,2,1,"United Kingdom"
0,1,5,6,34,1,7,9,"United Kingdom"
0,1,5,5,34,1,4,6,"United Kingdom"
4,1,5,6,39,1,6,8,"United Kingdom"
4,1,7,-1,36,1,4,2,"United Kingdom"
